Name,URL,"Price, rub",Year,KmAge,Engine,GearBox,CarType,Place
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116741915-95fb1d90/?from=searchline,210000,2009,128000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Чишмы (120км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116741069-6d0bb5a2/?from=searchline,80000,2007,130000,1.5 л/70л.с./Бензин,механика,седан,Нефтекамск (180км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116736585-f6300d67/?from=searchline,220000,2009,189000,1.6 л/84л.с./Бензин,механика,седан,Туймазы (140км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116736102-d5f66174/?from=searchline,260000,2014,177000,1.6 л/106л.с./Бензин,робот,седан,Туймазы (140км отУфы)
LADA (ВАЗ) 2131 (4x4) I Рестайлинг (2020),https://auto.ru/cars/used/sale/vaz/2131_4x4/1116734395-7944efbe/?from=searchline,860000,2019,26000,1.7 л/83л.с./Бензин,механика,внедорожник 5 дв.,Уфа
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116734004-aab06a44/?from=searchline,100000,2004,236000,1.5 л/70л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116730766-53b4beac/?from=searchline,190000,2000,236000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Уфа
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1116730306-c7b5b3d8/?from=searchline,380000,2011,154000,1.8 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116730122-673623d4/?from=searchline,390000,2013,134000,1.6 л/106л.с./Бензин,механика,седан,Малояз (140км отУфы)
LADA (ВАЗ) 2111 Тарзан,https://auto.ru/cars/used/sale/vaz/2111/1116726372-6d46cbdf/?from=searchline,60000,2000,210000,1.7 л/79л.с./Бензин,механика,универсал 5 дв.,Стерлибашево (150км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116707104-e2d8b88a/?from=searchline,140000,2009,177000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Нефтекамск (180км отУфы)
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1116705294-0b47649f/?from=searchline,290000,2011,135000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2106 5-speed,https://auto.ru/cars/used/sale/vaz/2106/1116701623-5aa73679/?from=searchline,60000,2003,113000,1.6 л/74л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116700698-a1439dfe/?from=searchline,80000,2006,198000,1.2 л/64л.с./Бензин,механика,седан,Сосновка
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116699243-10689abf/?from=searchline,110000,2006,224000,1.8 л/123л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116698815-781f142e/?from=searchline,100000,2007,90000,1.6 л/74л.с./Бензин,механика,седан,Нефтекамск (180км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116697825-1cfeb508/?from=searchline,320000,2012,156000,1.6 л/98л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116697352-25e8da4f/?from=searchline,430000,2013,154000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116697257-34e14be4/?from=searchline,280000,2009,178000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116693715-51929f47/?from=searchline,150000,2008,54000,1.6 л/73л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116693118-90b666d4/?from=searchline,70000,1997,93000,1.6 л/73л.с./Бензин,механика,седан,Бавлы (170км отУфы)
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1116689086-9b67e72b/?from=searchline,40000,2002,230000,1.5 л/70л.с./Бензин,механика,седан,Туймазы (140км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116686468-52685388/?from=searchline,110000,2010,70000,1.6 л/73л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116683502-1cf61428/?from=searchline,400000,2011,86000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1116681959-0caee34c/?from=searchline,290000,2013,150000,1.6 л/106л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116680271-cf861036/?from=searchline,100000,2005,265000,1.3 л/135л.с./Бензин,механика,седан,Усть-Катав (140км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116680020-71c1fc90/?from=searchline,380000,2015,112000,1.6 л/87л.с./Бензин,механика,седан,Бирск
LADA (ВАЗ) 2113,https://auto.ru/cars/used/sale/vaz/2113/1116678372-905267e3/?from=searchline,170000,2011,183000,1.5 л/79л.с./Бензин,механика,хэтчбек 3 дв.,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116677246-026021ad/?from=searchline,70000,2002,234000,1.5 л/90л.с./Бензин,механика,седан,Мелеуз (190км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116675857-ef8c75e6/?from=searchline,110000,2004,148000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116671273-4124faa4/?from=searchline,160000,2006,251000,1.6 л/90л.с./Бензин,механика,седан,Усть-Катав (140км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116664815-8dff5ea5/?from=searchline,270000,2008,260000,1.6 л/87л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2110 Премьер,https://auto.ru/cars/used/sale/vaz/2110/1116663390-cabce5ee/?from=searchline,150000,2010,207000,1.8 л/98л.с./Бензин,механика,седан,Муслюмово (180км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116663334-dd633c12/?from=searchline,300000,2012,84000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Давлеканово
LADA (ВАЗ) 2110 Богдан,https://auto.ru/cars/used/sale/vaz/2110/1116656517-0c73e58a/?from=searchline,110000,2001,240000,1.6 л/81л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116649774-6e4e1c0c/?from=searchline,250000,2011,208000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Инзер (110км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116647758-53f82d01/?from=searchline,60000,2006,69000,1.3 л/64л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116645452-2829111b/?from=searchline,390000,2011,108000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1116644884-c766416d/?from=searchline,320000,2010,156000,1.6 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1116644141-c610c3f4/?from=searchline,190000,2008,326000,1.8 л/98л.с./Бензин,механика,седан,Туймазы (140км отУфы)
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116640900-ce6c6748/?from=searchline,290000,2012,119000,1.6 л/81л.с./Бензин,механика,универсал 5 дв.,Пономаревка (190км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116636718-4a629225/?from=searchline,330000,2011,159000,1.6 л/98л.с./Бензин,механика,седан,Нефтекамск (180км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116636581-d15106d0/?from=searchline,100000,2002,195000,1.5 л/90л.с./Бензин,механика,седан,Салават (150км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116636208-65b03a63/?from=searchline,240000,2013,108000,1.5 л/77л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116636124-a62765f4/?from=searchline,250000,2008,104000,1.6 л/84л.с./Бензин,механика,хэтчбек 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116624786-8d608e3e/?from=searchline,110000,2005,170000,1.8 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116623917-76003e9e/?from=searchline,290000,2008,171000,1.6 л/81л.с./Бензин,механика,седан,Бураево (120км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116613345-2114e4c9/?from=searchline,250000,2011,81000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) 2108,https://auto.ru/cars/used/sale/vaz/2108/1116604539-dd83e8f0/?from=searchline,70000,1998,170000,1.5 л/70л.с./Бензин,механика,хэтчбек 3 дв.,Уфа
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116598208-45399963/?from=searchline,150000,2003,213000,1.3 л/140л.с./Бензин,механика,хэтчбек 5 дв.,Дюртюли (100км отУфы)
LADA (ВАЗ) 2113,https://auto.ru/cars/used/sale/vaz/2113/1116593670-b3211dfd/?from=searchline,80000,2007,168000,1.5 л/79л.с./Бензин,механика,хэтчбек 3 дв.,Уфа
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116592594-bd1883a0/?from=searchline,100000,2007,275000,1.8 л/98л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116589437-d1195b7e/?from=searchline,280000,2013,144000,1.6 л/81л.с./Бензин,механика,универсал 5 дв.,Ишимбай (140км отУфы)
LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1116589371-049dcdd0/?from=searchline,150000,2009,166000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Куеда (180км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116585046-aa975f46/?from=searchline,130000,2001,224000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Мишкино
LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1116584213-7c0101c0/?from=searchline,300000,2011,205000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116580409-d8b9bab2/?from=searchline,140000,2004,297000,1.5 л/72л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2105,https://auto.ru/cars/used/sale/vaz/2105/1116577199-e07fdc9e/?from=searchline,130000,2010,51000,3.0 л/610л.с./Бензин,механика,седан,Катав-Ивановск (140км отУфы)
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116576764-2b1c4144/?from=searchline,70000,2003,121000,1.6 л/75л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116574828-1ceabbf2/?from=searchline,130000,2008,183000,1.8 л/123л.с./Бензин,механика,хэтчбек 5 дв.,Бижбуляк (150км отУфы)
LADA (ВАЗ) Largus Cross I,https://auto.ru/cars/used/sale/vaz/largus/1116572396-54a93dc9/?from=searchline,740000,2016,100000,1.6 л/102л.с./Бензин,механика,универсал 5 дв.,Верхнеяркеево (130км отУфы)
LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1116572153-46341496/?from=searchline,710000,2018,48000,1.6 л/98л.с./Бензин,автомат,седан,Пенза
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116569653-26f8a7bc/?from=searchline,740000,2017,33000,1.6 л/110л.с./Бензин,механика,хэтчбек 5 дв.,Пенза
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116568320-21dbf607/?from=searchline,280000,2010,127000,1.6 л/81л.с./Бензин,механика,хэтчбек 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116567213-6670f711/?from=searchline,50000,2002,164000,1.5 л/72л.с./Бензин,механика,хэтчбек 5 дв.,Актаныш (160км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116564292-c16cfbe6/?from=searchline,420000,2013,155000,1.6 л/98л.с./Бензин,механика,универсал 5 дв.,Белебей (130км отУфы)
LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1116563021-e74fd227/?from=searchline,80000,2002,175000,1.5 л/76л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116562425-01ed1165/?from=searchline,200000,2006,197000,1.8 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Туймазы (140км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116555264-baa36f0e/?from=searchline,60000,1997,155000,1.6 л/81л.с./Бензин,механика,седан,Уфа
LADA (ВАЗ) Granta I Рестайлинг,https://auto.ru/cars/used/sale/vaz/granta/1116553751-376be052/?from=searchline,870000,2019,36000,1.6 л/106л.с./Бензин,механика,универсал 5 дв.,Белорецк (180км отУфы)
LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1116553641-ffa29dbf/?from=searchline,130000,2005,213000,1.6 л/90л.с./Бензин,механика,седан,Дюртюли (100км отУфы)
LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1116553180-8fa83943/?from=searchline,260000,2009,182000,1.6 л/98л.с./Бензин,механика,хэтчбек 5 дв.,Башкортостан (160км отУфы)
LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1116551971-77d5193f/?from=searchline,920000,2019,24000,1.6 л/106л.с./Бензин,механика,хэтчбек 5 дв.,Салават (150км отУфы)
LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1116548815-85d837c9/?from=searchline,140000,1998,111000,1.6 л/73л.с./Бензин,механика,внедорожник 3 дв.,Дюртюли (100км отУфы)
LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1116546897-1ef46236/?from=searchline,70000,2001,254000,1.5 л/70л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2112,https://auto.ru/cars/used/sale/vaz/2112/1116540805-f622a620/?from=searchline,120000,2002,253000,1.5 л/78л.с./Бензин,механика,хэтчбек 5 дв.,Стерлитамак (120км отУфы)
LADA (ВАЗ) Kalina Cross II,https://auto.ru/cars/used/sale/vaz/kalina/1116534613-942c5da3/?from=searchline,590000,2015,150000,1.6 л/87л.с./Бензин,механика,универсал 5 дв.,Уфа
LADA (ВАЗ) Priora Premier I,https://auto.ru/cars/used/sale/vaz/2170/1116527681-76f72e69/?from=searchline,210000,2011,172000,1.8 л/98л.с./Бензин,механика,седан,Стерлитамак (120км отУфы)
LADA (ВАЗ) 2111,https://auto.ru/cars/used/sale/vaz/2111/1116523580-6bead616/?from=searchline,70000,2001,180000,1.6 л/90л.с./Бензин,механика,универсал 5 дв.,Салават (150км отУфы)
LADA (ВАЗ) 2109,https://auto.ru/cars/used/sale/vaz/2109/1116508497-d0615c6b/?from=searchline,80000,2003,125000,1.3 л/64л.с./Бензин,механика,хэтчбек 5 дв.,Уфа
LADA (ВАЗ) 2107,https://auto.ru/cars/used/sale/vaz/2107/1116504660-670651e7/?from=searchline,150000,2007,111000,1.6 л/73л.с./Бензин,механика,седан,Пенза
